branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Rome,,Transfer to London,Cash,Exchange Fee Revenue,8864.36,124.04,florin,1390-02-05,Due from London,8988.40,Bill of exchange from Rome to London,,163,,,bill_of_exchange
Bruges,,Venetian Grain Brokers,Cash,,50832.09,,florin,1390-02-05,Loans Receivable,50832.09,Commercial loan issued to Venetian Grain Brokers,,164,,,loan_issuance
Naples,,Levant Spice Traders,Cash,,88345.78,,florin,1390-02-05,Loans Receivable,88345.78,Commercial loan issued to Levant Spice Traders,,165,,,loan_issuance
Venice,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,35196.18,535.98,florin,1390-02-05,Due from Pisa,35732.16,Branch settlement transfer from Venice to Pisa,,166,,,branch_activity
Pisa,,Lombard Metals Exchange,Trading Revenue,,17278.56,,florin,1390-02-06,Cash,17278.56,Trade finance settlement for silk cargo,,167,,silk,trade_transaction
London,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,67272.21,1024.45,florin,1390-02-06,Due from Geneva,68296.66,Branch settlement transfer from London to Geneva,,168,,,branch_activity
Naples,,Venetian Grain Brokers,Trading Revenue,,22357.21,,florin,1390-02-06,Cash,22357.21,Trade finance settlement for wool cargo,,169,,wool,trade_transaction
Pisa,,Ponte Vecchio Rent Office,Cash,,3476.46,,florin,1390-02-06,Maintenance,3476.46,Maintenance expense for Pisa branch (quarterly cycle),,170,quarterly,,recurring_operating_expense
Geneva,,Cardinal,Cash,,5672.16,,florin,1390-02-07,Loans Receivable,5672.16,Loan issued to Cardinal from Geneva branch,,171,,,loan_issuance
Venice,,Venice Operations,Cash,,205.68,,florin,1390-02-07,Maintenance,205.68,Maintenance expense for Venice branch,,172,,,operating_expense
Florence,,Republic of Florence,Cash,,114743.19,,florin,1390-02-07,Loans Receivable - Government,114743.19,War financing for Florentine operations against Milan,,173,,,war_financing
Rome,,Lombard Metals Exchange,Cash,,19518.94,,florin,1390-02-07,Loans Receivable,19518.94,Commercial loan issued to Lombard Metals Exchange,,174,,,loan_issuance
London,,Transfer to Milan,Cash,Exchange Fee Revenue,17170.43,337.91,florin,1390-02-08,Due from Milan,17508.34,Bill of exchange from London to Milan,,175,,,bill_of_exchange
Naples,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,11361.99,173.03,florin,1390-02-08,Due from Geneva,11535.02,Branch settlement transfer from Naples to Geneva,,176,,,branch_activity
Naples,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,14593.87,222.24,florin,1390-02-08,Due from Venice,14816.11,Branch settlement transfer from Naples to Venice,,177,,,branch_activity
Geneva,,Arno Lamp Oil Merchants,Cash,,2894.95,,florin,1390-02-08,Courier Services,2894.95,Courier Services expense for Geneva branch (weekly cycle),,178,weekly,,recurring_operating_expense
Geneva,,Doge of Venice,Loans Receivable,Interest Income,120330.01,21659.40,florin,1390-02-08,Cash,141989.41,Loan repayment from Doge of Venice including interest,,179,,,loan_repayment
Naples,,Flemish Cloth House,Trading Revenue,,20379.60,,florin,1390-02-08,Cash,20379.60,Trade finance settlement for spices cargo,,180,,spices,trade_transaction
London,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,6200.86,94.43,florin,1390-02-08,Due from Florence,6295.29,Branch settlement transfer from London to Florence,,181,,,branch_activity
Rome,,Papal Curia,Deposits Payable,,29690.77,,florin,1390-02-09,Cash,29690.77,Deposit from Papal Curia to Rome branch,,182,,,deposit
London,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,10523.97,160.26,florin,1390-02-09,Due from Avignon,10684.23,Branch settlement transfer from London to Avignon,,183,,,branch_activity
Rome,,Papal Court,Deposits Payable,,964891.14,,florin,1390-02-10,Cash,964891.14,Deposit from Papal Court to Rome branch,,184,,,deposit
Florence,,Silk Consortium,Loans Receivable,Interest Income,152753.47,27495.62,florin,1390-02-10,Cash,180249.09,Loan repayment from Silk Consortium including interest,,185,,,loan_repayment
Geneva,,Geneva Operations,Cash,,362.63,,florin,1390-02-11,Security,362.63,Security expense for Geneva branch,,186,,,operating_expense
Rome,,Cardinal's Office,Deposits Payable,,16124.84,,florin,1390-02-11,Cash,16124.84,Deposit from Cardinal's Office to Rome branch,,187,,,deposit
Rome,,Diplomatic Envoys,Cash,,3667.75,,florin,1390-02-11,Political Influence Expense,3667.75,Funding to stabilize guild coalition before council deliberations,Guild Coalition Funding,188,,,political_event
Rome,,Signoria Utilities Office,Cash,,3852.91,,florin,1390-02-11,Accounts Payable,3852.91,Vendor payment to Signoria Utilities Office for branch services,,189,,,vendor_payment
Florence,,Republic of Florence,Cash,,57255.43,,florin,1390-02-12,Loans Receivable - Government,57255.43,Emergency war financing for Florence defense,,190,,,war_financing
Venice,,Cloth Merchant,Cash,,6719.94,,florin,1390-02-12,Loans Receivable,6719.94,Loan issued to Cloth Merchant from Venice branch,,191,,,loan_issuance
Naples,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,36963.93,562.90,florin,1390-02-12,Due from Florence,37526.83,Branch settlement transfer from Naples to Florence,,192,,,branch_activity
London,,Lombard Metals Exchange,Trading Revenue,,15787.02,,florin,1390-02-12,Cash,15787.02,Trade finance settlement for dyestuffs cargo,,193,,dyestuffs,trade_transaction
Rome,,Santa Maria Scribes,Cash,,1780.42,,florin,1390-02-12,Supplies,1780.42,Supplies expense for Rome branch (monthly cycle),,194,monthly,,recurring_operating_expense
London,,Armor Smith,Cash,,1027.53,,florin,1390-02-13,Loans Receivable,1027.53,Loan issued to Armor Smith from London branch,,195,,,loan_issuance
Florence,,Flemish Cloth House,Trading Revenue,,8417.83,,florin,1390-02-13,Cash,8417.83,Trade finance settlement for wine cargo,,196,,wine,trade_transaction
Geneva,,Flemish Cloth House,Loans Receivable,Interest Income,19651.60,2947.74,florin,1390-02-13,Cash,22599.34,Loan repayment from Flemish Cloth House including interest,,197,,,loan_repayment
London,,Arno Lamp Oil Merchants,Cash,,6604.39,,florin,1390-02-13,Accounts Payable,6604.39,Vendor payment to Arno Lamp Oil Merchants for branch services,,198,,,vendor_payment
Avignon,,Lord,Cash,,14254.62,,florin,1390-02-14,Deposits Payable,14254.62,Withdrawal by Lord,,199,,,withdrawal
Rome,,Count of Urbino,Cash,,372053.38,,florin,1390-02-15,Loans Receivable,372053.38,Loan issued to Count of Urbino from Rome branch,,200,,,loan_issuance
Florence,,Flemish Cloth House,Trading Revenue,,21039.69,,florin,1390-02-15,Cash,21039.69,Trade finance settlement for wine cargo,,201,,wine,trade_transaction
Florence,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,29410.11,447.87,florin,1390-02-15,Due from Avignon,29857.98,Branch settlement transfer from Florence to Avignon,,202,,,branch_activity
Milan,,Cardinal,Loans Receivable,Interest Income,27582.13,5792.25,florin,1390-02-16,Cash,33374.38,Loan repayment from Cardinal with interest,,203,,,loan_repayment
Bruges,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,100004.63,1522.91,florin,1390-02-16,Due from Milan,101527.54,Branch settlement transfer from Bruges to Milan,,204,,,branch_activity
Pisa,,Kingdom of Naples,Cash,,208465.14,,florin,1390-02-16,Loans Receivable,208465.14,Commercial loan issued to Kingdom of Naples,,205,,,loan_issuance
Florence,,Venetian Grain Brokers,Trading Revenue,,1086.65,,florin,1390-02-16,Cash,1086.65,Trade finance settlement for spices cargo,,206,,spices,trade_transaction
Milan,,Doge of Venice,Cash,,49494.55,,florin,1390-02-16,Loans Receivable,49494.55,Commercial loan issued to Doge of Venice,,207,,,loan_issuance
Venice,,Levant Spice Traders,Trading Revenue,,39396.42,,florin,1390-02-17,Cash,39396.42,Trade finance settlement for wool cargo,,208,,wool,trade_transaction
Naples,,Tuscan Wine Carriers,Trading Revenue,,123159.49,,florin,1390-02-17,Cash,123159.49,Trade finance settlement for alum cargo,,209,,alum,trade_transaction
Venice,,Ponte Vecchio Rent Office,Cash,,2122.97,,florin,1390-02-17,Maintenance,2122.97,Maintenance expense for Venice branch (quarterly cycle),,210,quarterly,,recurring_operating_expense
Naples,,Levant Spice Traders,Trading Revenue,,6857.98,,florin,1390-02-17,Cash,6857.98,Trade finance settlement for wool cargo,,211,,wool,trade_transaction
Florence,,Florence Operations,Cash,,2783.60,,florin,1390-02-18,Wages,2783.60,Wages expense for Florence branch,,212,,,operating_expense
Avignon,,Jewel Trader,Cash,,2648.04,,florin,1390-02-18,Loans Receivable,2648.04,Loan issued to Jewel Trader from Avignon branch,,213,,,loan_issuance
Florence,,Arno Lamp Oil Merchants,Cash,,13067.11,,florin,1390-02-18,Accounts Payable,13067.11,Vendor payment to Arno Lamp Oil Merchants for branch services,,214,,,vendor_payment
London,,Kingdom of Naples,Loans Receivable,Interest Income,41834.41,6275.16,florin,1390-02-18,Cash,48109.57,Loan repayment from Kingdom of Naples including interest,,215,,,loan_repayment
Pisa,,Signoria Utilities Office,Cash,,22639.21,,florin,1390-02-18,Courier Services,22639.21,Courier Services expense for Pisa branch (weekly cycle),,216,weekly,,recurring_operating_expense
Bruges,Venice,Inter-branch transfer to Venice,Cash,Exchange Fee Revenue,14616.40,222.58,florin,1390-02-18,Due from Venice,14838.98,Branch settlement transfer from Bruges to Venice,,217,,,branch_activity
Pisa,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,17724.94,269.92,florin,1390-02-18,Due from Geneva,17994.86,Branch settlement transfer from Pisa to Geneva,,218,,,branch_activity
Rome,,Papal Court,Deposits Payable,,229029.47,,florin,1390-02-19,Cash,229029.47,Deposit from Papal Court to Rome branch,,219,,,deposit
Venice,,Spice Merchant,Trading Revenue,,1210.71,,florin,1390-02-19,Cash,1210.71,Alum sale from papal mines,,220,,,alum_trade
Milan,,San Lorenzo Couriers,Cash,,8300.09,,florin,1390-02-19,Accounts Payable,8300.09,Vendor payment to San Lorenzo Couriers for branch services,,221,,,vendor_payment
Bruges,,Levant Spice Traders,Trading Revenue,,59688.12,,florin,1390-02-19,Cash,59688.12,Trade finance settlement for spices cargo,,222,,spices,trade_transaction
Milan,,Venetian Grain Brokers,Trading Revenue,,12829.53,,florin,1390-02-19,Cash,12829.53,Trade finance settlement for silk cargo,,223,,silk,trade_transaction
Pisa,,Arno Lamp Oil Merchants,Cash,,887.15,,florin,1390-02-19,Maintenance,887.15,Maintenance expense for Pisa branch (quarterly cycle),,224,quarterly,,recurring_operating_expense
Florence,,Santa Maria Scribes,Cash,,1880.79,,florin,1390-02-20,Accounts Payable,1880.79,Vendor payment to Santa Maria Scribes for branch services,,225,,,vendor_payment
Rome,,Wool Guild Syndicate,Trading Revenue,,1214.54,,florin,1390-02-20,Cash,1214.54,Trade finance settlement for silk cargo,,226,,silk,trade_transaction
Milan,,Silk Consortium,Trading Revenue,,55467.61,,florin,1390-02-20,Cash,55467.61,Trade finance settlement for spices cargo,,227,,spices,trade_transaction
Rome,,Sacred College,Deposits Payable,,12674.65,,florin,1390-02-21,Cash,12674.65,Deposit from Sacred College to Rome branch,,228,,,deposit
Florence,,Spice Merchant,Trading Revenue,,133562.65,,florin,1390-02-21,Cash,133562.65,Alum sale from papal mines,,229,,,alum_trade
Rome,,Sacred College,Deposits Payable,,113992.47,,florin,1390-02-21,Cash,113992.47,Deposit from Sacred College to Rome branch,,230,,,deposit
Florence,,Republic of Florence,Cash,,269213.71,,florin,1390-02-21,Loans Receivable - Government,269213.71,Loan to Venice for Lombardy Wars operations,,231,,,war_financing
London,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,8068.80,122.88,florin,1390-02-21,Due from Rome,8191.68,Branch settlement transfer from London to Rome,,232,,,branch_activity
Venice,,Florentine Paperworks,Cash,,3065.97,,florin,1390-02-21,Wages,3065.97,Wages expense for Venice branch (monthly cycle),,233,monthly,,recurring_operating_expense
London,,Wool Guild Syndicate,Trading Revenue,,13377.45,,florin,1390-02-22,Cash,13377.45,Trade finance settlement for alum cargo,,234,,alum,trade_transaction
Naples,,Ponte Vecchio Rent Office,Cash,,14488.34,,florin,1390-02-22,Courier Services,14488.34,Courier Services expense for Naples branch (weekly cycle),,235,weekly,,recurring_operating_expense
Venice,,Signoria Utilities Office,Cash,,8773.11,,florin,1390-02-22,Maintenance,8773.11,Maintenance expense for Venice branch (quarterly cycle),,236,quarterly,,recurring_operating_expense
Geneva,,Arno Lamp Oil Merchants,Cash,,663.41,,florin,1390-02-22,Supplies,663.41,Supplies expense for Geneva branch (monthly cycle),,237,monthly,,recurring_operating_expense
Bruges,,Signoria Utilities Office,Cash,,114.54,,florin,1390-02-22,Courier Services,114.54,Courier Services expense for Bruges branch (weekly cycle),,238,weekly,,recurring_operating_expense
Bruges,,Arno Lamp Oil Merchants,Cash,,6869.28,,florin,1390-02-23,Accounts Payable,6869.28,Vendor payment to Arno Lamp Oil Merchants for branch services,,239,,,vendor_payment
Geneva,,Wool Guild Syndicate,Trading Revenue,,8551.33,,florin,1390-02-23,Cash,8551.33,Trade finance settlement for dyestuffs cargo,,240,,dyestuffs,trade_transaction
Florence,,Venetian Grain Brokers,Trading Revenue,,1897.51,,florin,1390-02-23,Cash,1897.51,Trade finance settlement for silk cargo,,241,,silk,trade_transaction
Bruges,,Mercato Maintenance Works,Cash,,15833.20,,florin,1390-02-24,Accounts Payable,15833.20,Vendor payment to Mercato Maintenance Works for branch services,,242,,,vendor_payment
Bruges,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,45803.91,697.52,florin,1390-02-24,Due from Avignon,46501.43,Branch settlement transfer from Bruges to Avignon,,243,,,branch_activity
Pisa,,Kingdom of Naples,Cash,,22070.30,,florin,1390-02-24,Loans Receivable,22070.30,Commercial loan issued to Kingdom of Naples,,244,,,loan_issuance
London,,Silk Consortium,Trading Revenue,,11550.66,,florin,1390-02-24,Cash,11550.66,Trade finance settlement for spices cargo,,245,,spices,trade_transaction
London,,Marquis of Mantua,Loans Receivable,Interest Income,23977.69,5275.09,florin,1390-02-24,Cash,29252.78,Loan repayment from Marquis of Mantua including interest,,246,,,loan_repayment
Venice,,Santa Maria Scribes,Cash,,8809.91,,florin,1390-02-24,Accounts Payable,8809.91,Vendor payment to Santa Maria Scribes for branch services,,247,,,vendor_payment
Avignon,,Arno Lamp Oil Merchants,Cash,,339.15,,florin,1390-02-24,Courier Services,339.15,Courier Services expense for Avignon branch (weekly cycle),,248,weekly,,recurring_operating_expense
Milan,,Transfer to London,Cash,Exchange Fee Revenue,10678.64,112.23,florin,1390-02-25,Due from London,10790.87,Bill of exchange from Milan to London,,249,,,bill_of_exchange
Venice,,Santa Maria Scribes,Cash,,552.72,,florin,1390-02-25,Courier Services,552.72,Courier Services expense for Venice branch (weekly cycle),,250,weekly,,recurring_operating_expense
Pisa,,Lombard Metals Exchange,Cash,,58964.00,,florin,1390-02-25,Loans Receivable,58964.00,Commercial loan issued to Lombard Metals Exchange,,251,,,loan_issuance
Florence,,Republic of Florence,Cash,,766473.34,,florin,1390-02-26,Loans Receivable - Government,766473.34,Loan to Venice for Lombardy Wars operations,,252,,,war_financing
Pisa,,Flemish Cloth House,Trading Revenue,,4762.45,,florin,1390-02-26,Cash,4762.45,Trade finance settlement for wool cargo,,253,,wool,trade_transaction
Avignon,,San Lorenzo Couriers,Cash,,339.27,,florin,1390-02-26,Rent,339.27,Rent expense for Avignon branch (monthly cycle),,254,monthly,,recurring_operating_expense
Venice,,Lombard Metals Exchange,Trading Revenue,,20901.58,,florin,1390-02-26,Cash,20901.58,Trade finance settlement for silk cargo,,255,,silk,trade_transaction
Rome,,Armor Smith,Loans Receivable,Interest Income,14918.91,2387.03,florin,1390-02-27,Cash,17305.94,Loan repayment from Armor Smith with interest,,256,,,loan_repayment
Florence,,Republic of Florence,Cash,,17821.89,,florin,1390-02-27,Loans Receivable - Government,17821.89,War financing for Florentine operations against Milan,,257,,,war_financing
Rome,,Holy See,Deposits Payable,,24794.92,,florin,1390-02-27,Cash,24794.92,Deposit from Holy See to Rome branch,,258,,,deposit
Florence,,Republic of Florence,Cash,,83846.98,,florin,1390-02-27,Loans Receivable - Government,83846.98,Emergency war financing for Florence defense,,259,,,war_financing
Pisa,,Venetian Grain Brokers,Cash,,80857.49,,florin,1390-02-27,Loans Receivable,80857.49,Commercial loan issued to Venetian Grain Brokers,,260,,,loan_issuance
Florence,,Silk Consortium,Trading Revenue,,12124.14,,florin,1390-02-27,Cash,12124.14,Trade finance settlement for metals cargo,,261,,metals,trade_transaction
Avignon,,Ponte Vecchio Rent Office,Cash,,12203.04,,florin,1390-02-27,Accounts Payable,12203.04,Vendor payment to Ponte Vecchio Rent Office for branch services,,262,,,vendor_payment
