branch,period,transaction_count,cash_inflows,cash_outflows,net_cash_movement,closing_cash_balance,deposits,withdrawals,loans_issued,loans_repaid,loan_portfolio_balance,interest_earned,operating_expenses,trading_revenue,exchange_fee_revenue,interest_income,total_revenue,net_income,expense_ratio
Avignon,1401-09,14,198360.05,360464.23,-162104.18,-49360723.16,0.00,0.00,111888.69,170556.14,42694706.38,27803.91,0.00,0.00,0.00,27803.91,31042.94,31042.94,0.0000
Avignon,1401-10,13,286956.93,187942.56,99014.37,-49261708.79,13083.81,0.00,81627.97,172729.95,42603604.40,18974.14,9915.79,82169.03,0.00,18974.14,102543.00,92627.21,0.0967
Avignon,1401-11,10,526519.81,673277.05,-146757.24,-49408466.03,67898.19,0.00,615782.69,395348.39,42824038.70,63273.23,12942.21,0.00,0.00,63273.23,63737.90,50795.69,0.2031
Avignon,1401-12,13,488983.99,74605.94,414378.05,-48994087.98,0.00,0.00,114.48,436592.85,42387560.33,52391.14,7970.49,0.00,0.00,52391.14,53340.87,45370.38,0.1494
Avignon,1402-01,17,112767.64,453963.20,-341195.56,-49335283.54,27658.97,0.00,164116.13,55918.84,42495757.62,6767.97,24875.70,22421.86,0.00,6767.97,31703.01,6827.31,0.7846
Avignon,1402-02,10,174760.19,324455.62,-149695.43,-49484978.97,0.00,0.00,295774.15,146089.27,42645442.50,28670.92,7312.38,0.00,0.00,28670.92,28991.46,21679.08,0.2522
Avignon,1402-03,11,57249.90,632467.97,-575218.07,-50060197.04,8788.67,0.00,491175.10,32601.21,43104016.39,3260.12,20067.39,12599.90,0.00,3260.12,16465.26,-3602.13,1.2188
Avignon,1402-04,17,1293943.34,432621.18,861322.16,-49198874.88,0.00,47836.32,242125.72,1056702.20,42289439.91,216549.82,4228.19,20691.32,143.07,216549.82,239112.18,234883.99,0.0177
Avignon,1402-05,13,156317.82,1034756.73,-878438.91,-50077313.79,0.00,298643.39,694279.06,81205.54,42902513.43,9744.66,4374.00,65367.62,187.32,9744.66,75299.60,70925.60,0.0581
Avignon,1402-06,16,365996.26,255270.29,110725.97,-49966587.82,7152.25,86282.71,141983.93,124593.57,42919903.79,17829.71,12337.12,216420.73,0.00,17829.71,234470.44,222133.32,0.0526
Avignon,1402-07,14,834572.66,1132237.30,-297664.64,-50264252.46,0.00,10673.66,1024147.86,715814.32,43228237.33,101270.34,12956.67,17488.00,0.00,101270.34,119979.43,107022.76,0.1080
Avignon,1402-08,16,556470.23,756106.84,-199636.61,-50463889.07,0.00,38044.89,370282.96,486651.91,43111868.38,58746.57,1797.72,11071.75,7931.81,58746.57,78075.91,76278.19,0.0230
Avignon,1402-09,19,303555.10,482619.64,-179064.54,-50642953.61,12481.11,0.00,156315.72,48942.47,43219241.63,6108.57,16102.50,236022.95,0.00,6108.57,246384.50,230282.00,0.0654
Avignon,1402-10,15,13684.11,494074.50,-480390.39,-51123344.00,0.00,340566.10,97462.56,8750.82,43307953.37,1575.15,8931.41,3358.14,478.30,1575.15,5509.66,-3421.75,1.6210
Avignon,1402-11,12,135975.06,269306.42,-133331.36,-51256675.36,0.00,0.00,147309.84,73342.05,43381921.16,10046.82,16536.75,52586.19,0.00,10046.82,63922.66,47385.91,0.2587
Avignon,1402-12,14,311186.30,834466.52,-523280.22,-51779955.58,0.00,0.00,324788.25,210699.94,43496009.47,31815.72,12221.33,68670.64,2636.62,31815.72,107289.06,95067.73,0.1139
Avignon,1403-01,7,272202.00,34225.46,237976.54,-51541979.04,0.00,0.00,0.00,229494.50,43266514.97,27455.98,21366.65,15251.52,0.00,27455.98,42707.50,21340.85,0.5003
Avignon,1403-02,16,978762.16,349452.88,629309.28,-50912669.76,0.00,0.00,199469.73,698691.20,42767293.50,65647.05,5065.06,214423.91,0.00,65647.05,281769.39,276704.33,0.0180
Avignon,1403-03,13,614961.93,628481.94,-13520.01,-50926189.77,0.00,0.00,303230.00,374309.49,42696214.01,37430.95,922.84,203221.49,4638.24,37430.95,245360.12,244437.28,0.0038
Avignon,1403-04,13,18613.35,348306.45,-329693.10,-51255882.87,0.00,0.00,254413.81,0.00,42950627.82,0.00,7885.19,18613.35,1637.57,0.00,20599.90,12714.71,0.3828
Avignon,1403-05,14,814129.41,178208.00,635921.41,-50619961.46,0.00,0.00,152290.52,624635.84,42478282.50,79022.14,3123.80,110471.43,0.00,79022.14,189835.48,186711.68,0.0165
Avignon,1403-06,17,441337.82,1194730.81,-753392.99,-51373354.45,279099.29,219998.26,924293.89,80864.91,43321711.48,15042.23,15897.38,66331.39,0.00,15042.23,81449.94,65552.56,0.1952
Avignon,1403-07,10,22985.94,448864.88,-425878.94,-51799233.39,0.00,0.00,88166.09,20600.79,43389276.78,2385.15,3037.91,0.00,0.00,2385.15,6762.31,3724.40,0.4492
Avignon,1403-08,6,2622.35,79822.97,-77200.62,-51876434.01,0.00,0.00,64754.02,2149.47,43451881.33,472.88,15068.95,0.00,0.00,472.88,472.88,-14596.07,31.8663
Avignon,1403-09,19,134722.61,147058.57,-12335.96,-51888769.97,11125.38,31954.08,80122.09,66444.69,43465558.73,14617.83,12540.20,42534.71,0.00,14617.83,57152.54,44612.34,0.2194
Avignon,1403-10,9,56139.43,1089444.49,-1033305.06,-52922075.03,0.00,0.00,1057158.64,37990.95,44484726.42,5472.64,21654.20,12675.84,0.00,5472.64,18156.23,-3497.97,1.1927
Avignon,1403-11,10,40960.37,391424.00,-350463.63,-53272538.66,0.00,0.00,0.00,16584.81,44468141.61,3648.66,5207.26,20726.90,9551.61,3648.66,34335.83,29128.57,0.1517
Avignon,1403-12,9,21090.13,610225.33,-589135.20,-53861673.86,0.00,559665.39,0.00,15103.84,44453037.77,3322.84,13381.47,2663.45,0.00,3322.84,5986.29,-7395.18,2.2354
Avignon,1404-01,18,736755.68,1758921.65,-1022165.97,-54883839.83,158966.13,0.00,1633254.45,394083.09,45692209.13,39512.87,12954.55,144193.59,0.00,39512.87,185387.76,172433.21,0.0699
Avignon,1404-02,7,237861.65,225596.76,12264.89,-54871574.94,0.00,0.00,55029.93,0.00,45747239.06,0.00,0.00,237861.65,2448.96,0.00,241589.17,241589.17,0.0000
Avignon,1404-03,20,354103.73,757314.98,-403211.25,-55274786.19,0.00,26028.57,407009.91,130892.51,46023356.46,14436.66,20860.46,208774.56,0.00,14436.66,225507.96,204647.50,0.0925
Avignon,1404-04,13,1011553.92,388859.69,622694.23,-54652091.96,7510.82,0.00,370631.52,724503.90,45669484.08,92790.84,18228.17,186748.36,0.00,92790.84,279539.20,261311.03,0.0652
Avignon,1404-05,14,548946.55,476516.52,72430.03,-54579661.93,336417.90,0.00,12315.34,182708.76,45499090.66,18270.88,8659.31,11549.01,4664.65,18270.88,37230.23,28570.92,0.2326
Avignon,1404-06,14,338454.74,161527.07,176927.67,-54402734.26,0.00,35446.87,114258.47,268107.20,45345241.93,28595.75,0.00,41751.79,0.00,28595.75,70413.97,70413.97,0.0000
Avignon,1404-07,13,317536.62,1864711.16,-1547174.54,-55949908.80,0.00,0.00,1753536.69,285613.08,46813165.54,31923.54,1323.29,0.00,640.14,31923.54,33223.45,31900.16,0.0398
Avignon,1404-08,14,261292.62,172413.27,88879.35,-55861029.45,0.00,135127.18,0.00,102468.86,46710696.68,15575.98,3549.65,143247.78,0.00,15575.98,159033.85,155484.20,0.0223
Avignon,1404-09,15,210352.93,1093368.51,-883015.58,-56744045.03,138523.21,0.00,1000565.96,1445.52,47709817.12,173.46,7107.24,70210.74,442.16,173.46,71859.61,64752.37,0.0989
Avignon,1404-10,13,815315.15,24671.68,790643.47,-55953401.56,14777.84,0.00,0.00,571272.38,47138544.74,59699.73,2666.81,169565.20,0.00,59699.73,229494.16,226827.35,0.0116
Avignon,1404-11,11,365244.94,1085869.52,-720624.58,-56674026.14,0.00,0.00,1077414.99,303772.32,47912187.41,31061.58,5138.81,30411.04,0.00,31061.58,61522.36,56383.55,0.0835
Avignon,1404-12,19,24359.45,483678.31,-459318.86,-57133345.00,21048.25,15344.50,106899.63,0.00,48019087.04,0.00,32741.96,3311.20,0.00,0.00,8096.89,-24645.07,4.0438
Avignon,1405-01,18,629234.49,1080496.58,-451262.09,-57584607.09,239653.51,0.00,927291.91,235976.19,48710402.76,42353.05,5774.55,111251.74,0.00,42353.05,155816.25,150041.70,0.0371
Avignon,1405-02,16,54692.12,784498.18,-729806.06,-58314413.15,0.00,0.00,726171.59,7791.21,49428783.14,779.12,4671.81,46121.79,0.00,779.12,47612.55,42940.74,0.0981
Avignon,1405-03,12,64327.62,970159.28,-905831.66,-59220244.81,6122.07,11439.02,785837.03,44983.43,50169636.74,8097.02,3608.95,5125.10,4022.36,8097.02,17444.17,13835.22,0.2069
Avignon,1405-04,7,10468.32,167815.40,-157347.08,-59377591.89,0.00,0.00,119432.02,8796.91,50280271.85,1671.41,4877.83,0.00,0.00,1671.41,1917.32,-2960.51,2.5441
Avignon,1405-05,12,303880.13,4630740.21,-4326860.08,-63704451.97,0.00,0.00,4589478.60,214344.48,54655405.97,38568.19,2501.29,50967.46,0.00,38568.19,89962.28,87460.99,0.0278
Avignon,1405-06,7,116304.20,37207.40,79096.80,-63625355.17,0.00,0.00,0.00,103252.72,54552153.25,10744.94,16399.75,2306.54,0.00,10744.94,13279.10,-3120.65,1.2350
Avignon,1405-07,9,174420.26,781705.67,-607285.41,-64232640.58,0.00,0.00,632063.72,133794.22,55050422.75,26903.46,91.66,13722.58,0.00,26903.46,40708.66,40617.00,0.0023
Avignon,1405-08,15,54036.35,995705.91,-941669.56,-65174310.14,28848.87,54218.84,723763.36,9446.80,55764739.31,755.75,7161.53,14984.93,0.00,755.75,18363.34,11201.81,0.3900
Avignon,1405-09,13,88619.80,132174.73,-43554.93,-65217865.07,0.00,0.00,28709.60,50452.77,55742996.14,6588.22,94.13,31578.81,919.17,6588.22,39671.61,39577.48,0.0024
Avignon,1405-10,10,130721.07,264072.72,-133351.65,-65351216.72,0.00,0.00,226802.33,68631.53,55901166.94,12353.68,200.41,49735.86,0.00,12353.68,62273.50,62073.09,0.0032
Avignon,1405-11,11,169716.78,160143.97,9572.81,-65341643.91,42641.75,0.00,0.00,37122.52,55864044.42,8166.95,6135.09,81785.56,123.45,8166.95,91966.44,85831.35,0.0667
Avignon,1405-12,17,115241.29,543653.68,-428412.39,-65770056.30,14035.87,0.00,380996.03,80251.10,56164789.35,8025.11,34868.78,12929.21,0.00,8025.11,21899.50,-12969.28,1.5922
Avignon,1406-01,16,434108.75,933326.06,-499217.31,-66269273.61,17796.31,3087.21,900363.42,342392.88,56722759.89,62346.35,13962.64,11573.21,0.00,62346.35,74158.25,60195.61,0.1883
Avignon,1406-02,14,364433.54,1068675.42,-704241.88,-66973515.49,0.00,0.00,996870.19,313584.20,57406045.88,34332.84,23042.58,16516.50,727.17,34332.84,51824.08,28781.50,0.4446
Avignon,1406-03,13,139076.07,465640.88,-326564.81,-67300080.30,0.00,0.00,387929.42,95476.76,57698498.54,19742.88,7127.09,23856.43,0.00,19742.88,44597.44,37470.35,0.1598
Avignon,1406-04,14,63259.94,55176.12,8083.82,-67291996.48,0.00,3603.71,0.00,0.00,57698498.54,0.00,8097.08,63259.94,0.00,0.00,63912.08,55815.00,0.1267
Avignon,1406-05,20,441221.11,290421.34,150799.77,-67141196.71,0.00,0.00,243394.33,375064.49,57566828.38,66156.62,38040.61,0.00,0.00,66156.62,66266.19,28225.58,0.5741
Avignon,1406-06,16,392928.65,1033575.87,-640647.22,-67781843.93,0.00,40051.08,792163.99,288621.65,58070370.72,43293.25,23073.27,61013.75,2215.74,43293.25,106589.09,83515.82,0.2165
Avignon,1406-07,14,22179.63,3591722.16,-3569542.53,-71351386.46,0.00,0.00,3468455.29,12093.87,61526732.14,1209.39,25892.47,8876.37,284.98,1209.39,11653.26,-14239.21,2.2219
Avignon,1406-08,12,15031.66,634310.90,-619279.24,-71970665.70,0.00,0.00,545602.75,7683.41,62064651.48,653.99,18767.95,6694.26,0.00,653.99,7851.81,-10916.14,2.3903
Avignon,1406-09,21,375856.82,802348.73,-426491.91,-72397157.61,6747.59,39408.81,700957.95,179399.84,62586209.59,27716.98,1935.16,161992.41,560.08,27716.98,190537.50,188602.34,0.0102
Avignon,1406-10,14,767102.89,243566.49,523536.40,-71873621.21,81715.37,28967.16,175077.72,580777.29,62180510.02,65508.65,39521.61,39101.58,0.00,65508.65,104610.23,65088.62,0.3778
Avignon,1406-11,9,443408.42,1160922.09,-717513.67,-72591134.88,0.00,0.00,1001252.67,369500.16,62812262.53,73908.26,0.00,0.00,0.00,73908.26,76303.30,76303.30,0.0000
Avignon,1406-12,20,31879.24,299590.33,-267711.09,-72858845.97,0.00,0.00,218177.66,25065.21,63005374.98,2387.05,4176.47,4426.98,357.88,2387.05,8069.29,3892.82,0.5176
Avignon,1407-01,11,256058.64,124763.00,131295.64,-72727550.33,13487.48,27245.29,0.00,188023.40,62817351.58,33844.21,1476.84,20703.55,0.00,33844.21,55978.53,54501.69,0.0264
Avignon,1407-02,12,719972.19,421514.10,298458.09,-72429092.24,47990.58,283035.16,0.00,506984.47,62310367.11,69101.81,3196.16,95895.33,0.00,69101.81,167026.38,163830.22,0.0191
Avignon,1407-03,16,105989.77,1054723.25,-948733.48,-73377825.72,0.00,62139.56,834160.27,0.00,63144527.38,0.00,3810.23,105989.77,2761.57,0.00,108984.55,105174.32,0.0350
Avignon,1407-04,10,177736.93,225853.28,-48116.35,-73425942.07,88561.15,0.00,208608.24,28404.78,63324730.84,3326.46,591.89,57444.54,171.85,3326.46,60966.99,60375.10,0.0097
Avignon,1407-05,13,68188.20,460724.99,-392536.79,-73818478.86,0.00,8925.80,360430.57,30798.80,63654362.61,4619.82,0.00,32769.58,757.52,4619.82,38416.20,38416.20,0.0000
Avignon,1407-06,13,54491.89,382892.06,-328400.17,-74146879.03,0.00,0.00,148025.61,40776.77,63761611.45,6897.72,21254.37,6817.40,0.00,6897.72,16919.29,-4335.08,1.2562
Avignon,1407-07,15,34131.55,514649.47,-480517.92,-74627396.95,0.00,0.00,358267.21,27128.55,64092750.11,6156.95,5218.07,846.05,2934.66,6156.95,10238.48,5020.41,0.5097
Avignon,1407-08,16,281839.97,1035031.85,-753191.88,-75380588.83,112886.01,2842.97,974586.94,128877.20,64938459.85,15468.10,2346.82,24608.66,0.00,15468.10,40669.38,38322.56,0.0577
Avignon,1407-09,10,317548.86,121017.75,196531.11,-75184057.72,133348.26,0.00,13647.72,58283.41,64893824.16,10665.72,2944.14,115251.47,0.00,10665.72,127483.58,124539.44,0.0231
Avignon,1407-10,20,166379.69,779421.33,-613041.64,-75797099.36,0.00,28975.48,32338.76,123529.92,64802633.00,19939.30,39691.05,22910.47,11756.81,19939.30,55721.46,16030.41,0.7123
Avignon,1407-11,14,129404.90,636086.64,-506681.74,-76303781.10,0.00,0.00,602531.34,0.00,65405164.34,0.00,14986.78,129404.90,0.00,0.00,129679.38,114692.60,0.1156
Avignon,1407-12,18,48327.83,5301130.14,-5252802.31,-81556583.41,0.00,92749.08,5134155.13,0.00,70539319.47,0.00,5202.28,48327.83,0.00,0.00,48559.10,43356.82,0.1071
Avignon,1408-01,8,0.00,150968.70,-150968.70,-81707552.11,0.00,0.00,116526.08,0.00,70655845.55,0.00,11361.80,0.00,259.70,0.00,403.04,-10958.76,28.1903
Avignon,1408-02,14,180547.64,217109.70,-36562.06,-81744114.17,0.00,0.00,0.00,142747.44,70513098.11,16228.50,2275.14,21571.70,2010.09,16228.50,40602.16,38327.02,0.0560
Avignon,1408-03,14,136445.10,295525.89,-159080.79,-81903194.96,0.00,0.00,0.00,56752.73,70456345.38,9182.41,938.24,70509.96,0.00,9182.41,83937.27,82999.03,0.0112
Avignon,1408-04,15,834642.95,1167288.61,-332645.66,-82235840.62,633494.28,722927.62,241740.35,172996.65,70525089.08,17930.59,25844.29,10221.43,0.00,17930.59,30752.05,4907.76,0.8404
Avignon,1408-05,14,758125.77,594811.79,163313.98,-82072526.64,63993.05,0.00,589618.29,196174.08,70918533.29,19762.24,5193.50,478196.40,0.00,19762.24,497958.64,492765.14,0.0104
Avignon,1408-06,12,15824.98,738838.16,-723013.18,-82795539.82,0.00,0.00,640666.99,7989.84,71551210.44,958.78,16128.42,6876.36,157.62,958.78,9063.65,-7064.77,1.7795
Avignon,1408-07,10,142604.10,65007.67,77596.43,-82717943.39,12981.87,0.00,29333.98,115395.10,71465149.32,12957.21,2441.90,1269.92,0.00,12957.21,14462.70,12020.80,0.1688
Avignon,1408-08,8,607903.87,36287.72,571616.15,-82146327.24,522391.86,0.00,0.00,18629.25,71446520.07,1862.92,7282.67,65019.84,0.00,1862.92,66924.57,59641.90,0.1088
Avignon,1408-09,16,135626.99,692528.59,-556901.60,-82703228.84,0.00,0.00,552193.32,102489.67,71896223.72,20943.48,6166.82,12193.84,1992.14,20943.48,35286.23,29119.41,0.1748
Avignon,1408-10,13,145335.05,344750.28,-199415.23,-82902644.07,0.00,3492.15,291421.70,0.00,72187645.42,0.00,27354.89,145335.05,0.00,0.00,145672.27,118317.38,0.1878
Avignon,1408-11,8,157674.81,121949.50,35725.31,-82866918.76,0.00,0.00,87255.67,102994.08,72171907.01,15449.11,14718.22,39231.62,169.46,15449.11,54964.28,40246.06,0.2678
Avignon,1408-12,22,705293.14,437618.72,267674.42,-82599244.34,272.61,0.00,184425.28,423190.56,71933141.73,61490.04,16338.54,220339.93,0.00,61490.04,284571.72,268233.18,0.0574
Avignon,1409-01,12,729288.02,76056.32,653231.70,-81946012.64,544912.97,0.00,38943.74,115365.06,71856720.41,18476.10,10048.84,50533.89,0.00,18476.10,69415.94,59367.10,0.1448
Avignon,1409-02,17,670178.52,334317.24,335861.28,-81610151.36,0.00,0.00,257780.17,459921.61,71654578.97,38423.08,23894.27,171833.83,0.00,38423.08,210458.01,186563.74,0.1135
Avignon,1409-03,17,1294493.45,1333290.64,-38797.19,-81648948.55,730606.35,53667.55,1195465.66,487710.78,72362333.85,55659.11,1873.72,20517.21,0.00,55659.11,76429.15,74555.43,0.0245
Avignon,1409-04,11,329961.13,572140.34,-242179.21,-81891127.76,0.00,0.00,446354.11,199553.85,72609134.11,21602.34,3830.78,108804.94,0.00,21602.34,132138.57,128307.79,0.0290
Avignon,1409-05,10,318231.91,186216.41,132015.50,-81759112.26,0.00,0.00,0.00,278709.97,72330424.14,39521.94,9512.36,0.00,0.00,39521.94,42110.31,32597.95,0.2259
Avignon,1409-06,11,224007.18,293041.96,-69034.78,-81828147.04,1283.13,80681.95,209881.98,200968.17,72339337.95,20165.37,1883.08,1590.51,0.00,20165.37,21764.80,19881.72,0.0865
Avignon,1409-07,14,178608.19,1004400.89,-825792.70,-82653939.74,0.00,3105.98,214062.91,0.00,72553400.86,0.00,5444.91,178608.19,9300.06,0.00,190813.83,185368.92,0.0285
Avignon,1409-08,6,407391.26,14920.82,392470.44,-82261469.30,0.00,0.00,0.00,371610.65,72181790.21,32727.30,3349.93,3053.31,0.00,32727.30,35780.61,32430.68,0.0936
Avignon,1409-09,22,162355.77,952660.66,-790304.89,-83051774.19,91069.08,0.00,766912.78,46987.15,72901715.84,5420.90,12234.89,18878.64,79.65,5420.90,26929.94,14695.05,0.4543
Avignon,1409-10,7,6443.49,611281.30,-604837.81,-83656612.00,973.20,0.00,607999.02,0.00,73509714.86,0.00,0.00,5470.29,0.00,0.00,5519.52,5519.52,0.0000
Avignon,1409-11,13,84637.88,238624.87,-153986.99,-83810598.99,0.00,0.00,23207.21,0.00,73532922.07,0.00,18492.27,84637.88,1649.32,0.00,87323.27,68831.00,0.2118
Avignon,1409-12,12,97960.23,912644.76,-814684.53,-84625283.52,0.00,0.00,894805.46,26181.30,74401546.23,4023.52,8359.83,67755.41,0.00,4023.52,71895.37,63535.54,0.1163
Avignon,1410-01,15,94442.61,371419.91,-276977.30,-84902260.82,7332.30,0.00,273886.22,56891.98,74618540.47,10826.09,45624.90,19392.24,0.00,10826.09,30568.72,-15056.18,1.4925
Avignon,1410-02,11,176873.00,97289.56,79583.44,-84822677.38,0.00,0.00,42054.42,55777.42,74604817.47,7718.66,0.00,113376.92,222.31,7718.66,121954.77,121954.77,0.0000
Avignon,1410-03,23,1811892.23,330776.81,1481115.42,-83341561.96,696377.47,0.00,251253.56,697066.17,74159004.86,105029.78,3304.00,313418.81,304.12,105029.78,419554.93,416250.93,0.0079
Avignon,1410-04,9,125980.60,476717.02,-350736.42,-83692298.38,0.00,381320.31,0.00,94967.53,74064037.33,17775.47,382.66,13237.60,0.00,17775.47,31171.05,30788.39,0.0123
Avignon,1410-05,12,233518.09,186063.19,47454.90,-83644843.48,0.00,0.00,100040.94,9807.22,74154271.05,980.72,5119.00,222730.15,0.00,980.72,224844.59,219725.59,0.0228
Avignon,1410-06,7,89055.94,247470.71,-158414.77,-83803258.25,0.00,0.00,241384.71,0.00,74395655.76,0.00,6086.00,89055.94,0.00,0.00,89055.94,82969.94,0.0683
Avignon,1410-07,12,28468.54,1139971.82,-1111503.28,-84914761.53,0.00,569770.66,514308.94,24755.25,74885209.45,3713.29,2385.25,0.00,0.00,3713.29,3846.78,1461.53,0.6201
Avignon,1410-08,15,107525.78,988335.53,-880809.75,-85795571.28,0.00,0.00,0.00,72247.97,74812961.48,10023.15,34041.16,25254.66,9967.01,10023.15,48394.48,14353.32,0.7034
Avignon,1410-09,16,314504.82,1564349.81,-1249844.99,-87045416.27,0.00,0.00,1320911.95,264854.29,75869019.14,38336.14,1020.66,11314.39,0.00,38336.14,52834.32,51813.66,0.0193
Avignon,1410-10,14,263106.43,243801.16,19305.27,-87026111.00,0.00,0.00,82914.25,226327.62,75725605.77,20690.62,24398.26,16088.19,0.00,20690.62,37462.58,13064.32,0.6513
Avignon,1410-11,10,0.00,707177.31,-707177.31,-87733288.31,0.00,0.00,632038.28,0.00,76357644.05,0.00,5214.72,0.00,0.00,0.00,478.86,-4735.86,10.8899
Avignon,1410-12,17,164445.58,623056.11,-458610.53,-88191898.84,0.00,279041.51,255464.80,0.00,76613108.85,0.00,2533.83,164445.58,0.00,0.00,165413.94,162880.11,0.0153
Avignon,1411-01,13,139911.36,864496.86,-724585.50,-88916484.34,90121.91,0.00,324283.36,33943.10,76903449.11,4966.87,830.94,10879.48,14341.46,4966.87,30187.81,29356.87,0.0275
Avignon,1411-02,16,662708.32,441805.08,220903.24,-88695581.10,0.00,0.00,286406.50,504098.59,76685757.02,99469.35,13542.53,59140.38,0.00,99469.35,160728.91,147186.38,0.0843
Avignon,1411-03,16,194025.30,108096.34,85928.96,-88609652.14,10182.66,56008.96,0.00,71741.51,76614015.51,10789.96,17307.70,101311.17,0.00,10789.96,112575.08,95267.38,0.1537
Avignon,1411-04,15,105914.97,1008904.14,-902989.17,-89512641.31,0.00,162906.19,681547.23,22541.66,77273021.08,4959.17,11704.12,78414.14,0.00,4959.17,85664.51,73960.39,0.1366
Avignon,1411-05,13,250920.30,1228643.17,-977722.87,-90490364.18,0.00,0.00,1096367.46,186387.17,78183001.37,18125.74,3689.73,46407.39,569.30,18125.74,65350.78,61661.05,0.0565
Avignon,1411-06,12,336513.22,921288.22,-584775.00,-91075139.18,0.00,0.00,808824.24,260366.46,78731459.15,36056.60,4332.17,40090.16,0.00,36056.60,77768.74,73436.57,0.0557
Avignon,1411-07,16,336658.61,305432.35,31226.26,-91043912.92,14719.69,11608.26,273368.04,92453.63,78912373.56,11094.44,6723.52,218390.85,0.00,11094.44,229691.27,222967.75,0.0293
Avignon,1411-08,16,368590.68,371965.22,-3374.54,-91047287.46,0.00,0.00,334638.37,83919.52,79163092.41,12587.93,9999.98,272083.23,0.00,12587.93,285081.06,275081.08,0.0351
Avignon,1411-09,12,214547.82,834061.29,-619513.47,-91666800.93,0.00,0.00,732199.64,0.00,79895292.05,0.00,2810.03,214547.82,0.00,0.00,216033.59,213223.56,0.0130
Avignon,1411-10,10,195444.73,9570.14,185874.59,-91480926.34,0.00,0.00,0.00,100497.07,79794794.98,17645.87,9570.14,77301.79,0.00,17645.87,94947.66,85377.52,0.1008
Avignon,1411-11,6,277062.54,91995.34,185067.20,-91295859.14,0.00,41416.62,14307.41,245376.82,79563725.57,31685.72,0.00,0.00,0.00,31685.72,32229.79,32229.79,0.0000
Avignon,1411-12,16,272281.25,309171.34,-36890.09,-91332749.23,72103.03,0.00,175333.16,22362.52,79716696.21,1789.00,2512.45,176026.70,512.56,1789.00,179756.70,177244.25,0.0140
Avignon,1412-01,12,39793.16,64764.47,-24971.31,-91357720.54,4046.18,0.00,28504.04,3416.90,79741783.35,615.04,13830.89,31715.04,0.00,615.04,32666.52,18835.63,0.4234
